https://www.billgeorge.org/articles/covid-19-vaccines-are-here-but-who-gets-priority/,https://billgeorge.epicenter1.com/article/covid-19-vaccines-are-here-but-who-gets-priority
https://www.billgeorge.org/articles/gratitude/,https://billgeorge.epicenter1.com/article/gratitude
https://www.billgeorge.org/articles/i-voted-for-joe-biden-heres-why/,https://billgeorge.epicenter1.com/article/i-voted-for-joe-biden-heres-why
https://www.billgeorge.org/articles/fortune-we-need-a-g-i-bill-for-frontline-workers-the-heroes-of-covid-19/,https://billgeorge.epicenter1.com/article/fortune-we-need-a-g-i-bill-for-frontline-workers-the-heroes-of-covid-19
https://www.billgeorge.org/articles/reflections-on-july-4-americas-most-patriotic-holiday/,https://billgeorge.epicenter1.com/article/reflections-on-july-4-americas-most-patriotic-holiday
https://www.billgeorge.org/articles/6-pitfalls-in-the-vaccine-race/,https://billgeorge.epicenter1.com/article/6-pitfalls-in-the-vaccine-race
https://www.billgeorge.org/articles/visiting-the-scenes-of-minneapolis-protests/,https://billgeorge.epicenter1.com/article/visiting-the-scenes-of-minneapolis-protests
https://www.billgeorge.org/articles/fortune-a-7-point-plan-to-slow-covid-19-and-restart-the-economy/,https://billgeorge.epicenter1.com/article/fortune-a-7-point-plan-to-slow-covid-19-and-restart-the-economy
https://www.billgeorge.org/articles/fortune-america-is-at-a-tipping-point-heres-how-we-can-recover/,https://billgeorge.epicenter1.com/article/fortune-america-is-at-a-tipping-point-heres-how-we-can-recover
https://www.billgeorge.org/articles/america-at-a-tipping-point-we-must-rediscover-our-true-north/,https://billgeorge.epicenter1.com/article/america-at-a-tipping-point-we-must-rediscover-our-true-north
https://www.billgeorge.org/articles/all-i-know-about-leadership-from-coaching-soccer/,https://billgeorge.epicenter1.com/article/all-i-know-about-leadership-from-coaching-soccer
https://www.billgeorge.org/articles/a-letter-from-minneapolis-pain-outrage-and-a-call-for-moral-leadership/,https://billgeorge.epicenter1.com/article/a-letter-from-minneapolis-pain-outrage-and-a-call-for-moral-leadership
https://www.billgeorge.org/articles/stakeholder-capitalism-is-here-to-stay/,https://billgeorge.epicenter1.com/article/stakeholder-capitalism-is-here-to-stay
https://www.billgeorge.org/articles/usa-today-health-leaders-we-stuck-together-to-stayhome-now-we-can-start-together-to-opensafely/,https://billgeorge.epicenter1.com/article/usa-today-health-leaders-we-stuck-together-to-stayhome-now-we-can-start-together-to-opensafely
https://www.billgeorge.org/articles/from-coronaviruss-front-lines-an-authentic-american-hero/,https://billgeorge.epicenter1.com/article/from-coronaviruss-front-lines-an-authentic-american-hero
https://www.billgeorge.org/articles/fortune-the-coronavirus-crisis-has-accelerated-the-shift-to-stakeholder-capitalism/,https://billgeorge.epicenter1.com/article/fortune-the-coronavirus-crisis-has-accelerated-the-shift-to-stakeholder-capitalism
https://www.billgeorge.org/articles/the-deeper-meaning-of-coronavirus/,https://billgeorge.epicenter1.com/article/the-deeper-meaning-of-coronavirus
https://www.billgeorge.org/articles/covid-19-pandemic-will-change-our-work-and-lives-forever/,https://billgeorge.epicenter1.com/article/covid-19-pandemic-will-change-our-work-and-lives-forever
https://www.billgeorge.org/articles/leading-in-crisis/,https://billgeorge.epicenter1.com/article/leading-in-crisis
https://www.billgeorge.org/articles/fortune-the-coronavirus-pandemic-is-changing-work-forever/,https://billgeorge.epicenter1.com/article/fortune-the-coronavirus-pandemic-is-changing-work-forever
https://www.billgeorge.org/articles/to-beat-covid-19-president-trump-should-issue-national-shelter-in-place-order/,https://billgeorge.epicenter1.com/article/to-beat-covid-19-president-trump-should-issue-national-shelter-in-place-order
https://www.billgeorge.org/articles/hbswk-these-coronavirus-heroes-show-us-how-crisis-leadership-works/,https://billgeorge.epicenter1.com/article/hbswk-these-coronavirus-heroes-show-us-how-crisis-leadership-works
https://www.billgeorge.org/articles/next-great-recession-has-already-begun/,https://billgeorge.epicenter1.com/article/the-next-great-recession-has-already-begun
https://www.billgeorge.org/articles/fortune-inside-xeroxs-audacious-quest-to-buy-much-bigger-rival-hp/,https://billgeorge.epicenter1.com/article/fortune-inside-xeroxs-audacious-quest-to-buy-much-bigger-rival-hp
https://www.billgeorge.org/articles/us-president-faces-triple-threat-crises/,https://billgeorge.epicenter1.com/article/the-u-s-president-faces-a-triple-threat-of-crises
https://www.billgeorge.org/articles/u-s-economic-outlook-under-coronavirus-hinges-on-layoff-decisions/,https://billgeorge.epicenter1.com/article/u-s-economic-outlook-under-coronavirus-hinges-on-layoff-decisions
https://www.billgeorge.org/articles/for-thanksgiving-a-practice-of-gratitude/,https://billgeorge.epicenter1.com/article/for-thanksgiving-a-practice-of-gratitude
https://www.billgeorge.org/articles/goldman-sachs-will-solomons-consumer-gamble-pay-off/,https://billgeorge.epicenter1.com/article/goldman-sachs-will-solomons-consumer-gamble-pay-off
https://www.billgeorge.org/articles/5-million-to-mayo-and-other-choices-in-the-georges-strategic-investment-in-integrative-health/,https://billgeorge.epicenter1.com/article/5-million-to-mayo-and-other-choices-in-the-georges-strategic-investment-in-integrative-health
https://www.billgeorge.org/articles/knocking-down-walls-at-goldman-sachs-can-ceo-david-solomon-get-the-storied-bank-to-grow-again/,https://billgeorge.epicenter1.com/article/knocking-down-walls-at-goldman-sachs-can-ceo-david-solomon-get-the-storied-bank-to-grow-again
https://www.billgeorge.org/articles/truth-transparency-trust-the-3-ts-of-true-north-leaders/,https://billgeorge.epicenter1.com/article/truth-transparency-trust-the-3-ts-of-true-north-leaders
https://www.billgeorge.org/articles/true-north-by-bill-george-selected-as-one-of-25-best-leadership-books-of-all-time/,https://billgeorge.epicenter1.com/article/true-north-by-bill-george-selected-as-one-of-25-best-leadership-books-of-all-time
https://www.billgeorge.org/articles/why-the-era-of-free-trade-may-be-coming-to-an-end/,https://billgeorge.epicenter1.com/article/why-the-era-of-free-trade-may-be-coming-to-an-end
https://www.billgeorge.org/articles/couple-hopes-5-million-mayo-clinic-donation-leads-to-better-care-for-women/,https://billgeorge.epicenter1.com/article/couple-hopes-5-million-mayo-clinic-donation-leads-to-better-care-for-women
https://www.billgeorge.org/articles/fortune-the-fallacy-of-medicare-for-all/,https://billgeorge.epicenter1.com/article/fortune-the-fallacy-of-medicare-for-all
https://www.billgeorge.org/articles/the-united-states-needs-responsible-capitalism/,https://billgeorge.epicenter1.com/article/the-united-states-needs-responsible-capitalism
https://www.billgeorge.org/articles/usa-today-is-jeff-bezos-untouchable-now-that-hes-taking-on-national-enquirer/,https://billgeorge.epicenter1.com/article/usa-today-is-jeff-bezos-untouchable-now-that-hes-taking-on-national-enquirer
https://www.billgeorge.org/articles/fortune-responsible-capitalism-will-be-the-u-s-s-saving-grace/,https://billgeorge.epicenter1.com/article/fortune-responsible-capitalism-will-be-the-u-s-s-saving-grace
https://www.billgeorge.org/articles/fortune-why-it-is-so-hard-to-be-an-authentic-leader/,https://billgeorge.epicenter1.com/article/fortune-why-it-is-so-hard-to-be-an-authentic-leader
https://www.billgeorge.org/articles/fortune-these-are-the-challenges-tech-giants-will-face-in-2019/,https://billgeorge.epicenter1.com/article/fortune-these-are-the-challenges-tech-giants-will-face-in-2019
https://www.billgeorge.org/articles/twin-cities-business-leaders-in-giving-people/,https://billgeorge.epicenter1.com/article/twin-cities-business-leaders-in-giving-people
https://www.billgeorge.org/articles/hbswk-these-4-ceos-created-a-new-standard-of-leadership/,https://billgeorge.epicenter1.com/article/hbswk-these-4-ceos-created-a-new-standard-of-leadership
https://www.billgeorge.org/articles/cnbc-commentary-jj-is-a-company-of-the-highest-integrity-investors-overreact-to-asbestos-report/,https://billgeorge.epicenter1.com/article/cnbc-commentary-jj-is-a-company-of-the-highest-integrity-investors-overreact-to-asbestos-report
https://www.billgeorge.org/articles/cnbc-gsk-pfizer-and-ge-shift-away-from-diversification-in-latest-round-of-health-care-deals/,https://billgeorge.epicenter1.com/article/cnbc-gsk-pfizer-and-ge-shift-away-from-diversification-in-latest-round-of-health-care-deals
https://www.billgeorge.org/articles/integrative-health-philanthropist-earl-bakken-bids-adieu-at-94/,https://billgeorge.epicenter1.com/article/integrative-health-philanthropist-earl-bakken-bids-adieu-at-94
https://www.billgeorge.org/articles/star-tribune-why-earl-bakkens-legacy-will-enhance-minnesota-for-years-to-come/,https://billgeorge.epicenter1.com/article/star-tribune-why-earl-bakkens-legacy-will-enhance-minnesota-for-years-to-come
https://www.billgeorge.org/articles/lead-true-authentic-leadership-rediscovered/,https://billgeorge.epicenter1.com/article/lead-true-authentic-leadership-rediscovered
https://www.billgeorge.org/articles/agenda-bill-takes-aim-at-directors-corporate-governance/,https://billgeorge.epicenter1.com/article/agenda-bill-takes-aim-at-directors-corporate-governance
https://www.billgeorge.org/articles/cnbc-teslas-real-problem-isnt-its-shareholders/,https://billgeorge.epicenter1.com/article/cnbc-teslas-real-problem-isnt-its-shareholders
https://www.billgeorge.org/articles/forbes-discover-your-true-north/,https://billgeorge.epicenter1.com/article/forbes-discover-your-true-north
